date,omicronProportion,deltaProportion,othersProportion
2021-12-03,0.00943489335935403,0.990053145032056,0.000511961608589573
2021-12-04,0.0134478700460717,0.986010835890974,0.000541294062954001
2021-12-05,0.0215670930843144,0.977772693291591,0.000660213624094408
2021-12-06,0.0355209810058492,0.963568454629651,0.000910564364499433
2021-12-07,0.057037952342619,0.94162785730072,0.00133419035666116
2021-12-08,0.0878464256264259,0.910180638700505,0.00197293567306867
2021-12-09,0.129670035226802,0.867461471309287,0.00286849346391083
2021-12-10,0.182937701637422,0.813040584829983,0.00402171353259517
2021-12-11,0.245038010317837,0.749624455119781,0.00533753456238206
2021-12-12,0.312923589954388,0.680369267603432,0.00670714244217974
2021-12-13,0.383547069232719,0.6084312077064,0.00802172306088189
2021-12-14,0.45386107683843,0.536966460854187,0.00917246230738267
2021-12-15,0.520818241457927,0.469131212471484,0.010050546070589
2021-12-16,0.581371191776591,0.408081647984015,0.0105471602393936
2021-12-17,0.633025718282986,0.356393058656296,0.0105812230607171
2021-12-18,0.676197795706534,0.313584651576458,0.0102175527170075
2021-12-19,0.712257049723834,0.278174172300224,0.00956877797594236
2021-12-20,0.742573659173679,0.248678785488772,0.00874755533754931
2021-12-21,0.768517802894355,0.223615655803779,0.00786654130186631
2021-12-22,0.79145965972458,0.201501947906501,0.00703839236891912
2021-12-23,0.812769408502774,0.180854826458482,0.00637576503874385
2021-12-24,0.833737062535499,0.160277365033985,0.00598557243051553
2021-12-25,0.854610249496317,0.139489703535989,0.00590004696769386
2021-12-26,0.874907628271464,0.118993176908139,0.00609919482039639
2021-12-27,0.89413289974737,0.0993051497451275,0.00656195050750216
2021-12-28,0.91178976481023,0.0809429866418805,0.00726724854788897
2021-12-29,0.927381924346264,0.0644240521933052,0.00819402346043045
2021-12-30,0.940413079241865,0.0502657109941238,0.00932120976401141
2021-12-31,0.950395145620539,0.0389772219092635,0.0106276324701973
2022-01-01,0.957240404062643,0.0306728161168122,0.0120867798205444
2022-01-02,0.961433634499739,0.0249018567339266,0.0136645087663346
2022-01-03,0.963503645400983,0.0211702652308765,0.0153260893681402
2022-01-04,0.963979245235554,0.0189839630778944,0.0170367916865518
2022-01-05,0.963389242472605,0.0178488717452599,0.0187618857821351
2022-01-06,0.962262445581293,0.017270912703225,0.0204666417154818
2022-01-07,0.961127592345929,0.0167560796497663,0.0221163280043043
2022-01-08,0.960391559865214,0.0159348868576513,0.0236735532771349
2022-01-09,0.960089352229139,0.0148178385903474,0.025092809180514
2022-01-10,0.960185288675261,0.0134876668229327,0.0263270445018063
2022-01-11,0.960643688441137,0.0120271035304671,0.0273292080283961
2022-01-12,0.961428870764321,0.0105188806880255,0.0280522485476533
2022-01-13,0.962505154882364,0.00904573027068373,0.0284491148469518
2022-01-14,0.96383686003283,0.00769038425350051,0.0284727557136697
2022-01-15,0.965382459440367,0.00652572761322299,0.0280918129464096
2022-01-16,0.967059656604605,0.00555597298155368,0.0273843704138417
2022-01-17,0.968768793409353,0.00475608916114069,0.0264751174295068
2022-01-18,0.970410147584645,0.00410093689429121,0.0254889155210641
2022-01-19,0.971883996860534,0.00356537692330532,0.0245506262161608
2022-01-20,0.973090618967049,0.00312426999049223,0.0237851110424585
2022-01-21,0.97393029163424,0.00275247683815366,0.023317231527606
2022-01-22,0.974308484696754,0.00242551106758022,0.0232660042356659
2022-01-23,0.9742279959132,0.00213112436351357,0.023640879723286
2022-01-24,0.973778061968973,0.00186793730377497,0.024354000727252
2022-01-25,0.973050924239637,0.00163494827810181,0.0253141274822611
2022-01-26,0.97213882410075,0.00143115567622777,0.026430020223022
2022-01-27,0.971134002927877,0.0012555578878892,0.0276104391842334
2022-01-28,0.970128702096586,0.00110715330282203,0.0287641446005924
2022-01-29,0.969215033179814,0.000984923989285958,0.0298000428308998
2022-01-30,0.96847243516926,0.000886258556022924,0.0306413062747166
2022-01-31,0.967957218153563,0.000805637366799794,0.0312371444796369
2022-02-01,0.967723230779184,0.000737231281866308,0.0315395379389495
2022-02-02,0.96782432169258,0.00067521116147202,0.0315004671459475
2022-02-03,0.968314339540211,0.000613747865865806,0.0310719125939231
2022-02-04,0.96924713296853,0.000547012255297504,0.0302058547761723
2022-02-05,0.970676550624003,0.000469175190015952,0.028854274185981
